,station,prediction_time,prediction_window,number_of_bikes_left,number_of_bikes_returned,net_difference
11207,124,2022-08-28 23:15:00,15,0,1,1
11208,124,2022-08-28 23:30:00,15,0,0,0
11209,124,2022-08-28 23:45:00,15,0,0,0
11210,125,2022-08-28 00:15:00,15,0,0,0
11211,125,2022-08-28 00:30:00,15,0,1,1
11212,125,2022-08-28 00:45:00,15,0,1,1
11213,125,2022-08-28 01:00:00,15,0,0,0
11214,125,2022-08-28 01:15:00,15,0,0,0
11215,125,2022-08-28 01:30:00,15,0,1,1
11216,125,2022-08-28 01:45:00,15,0,1,1
11217,125,2022-08-28 02:00:00,15,0,0,0
11218,125,2022-08-28 02:15:00,15,3,0,-3
11219,125,2022-08-28 02:30:00,15,0,0,0
11220,125,2022-08-28 02:45:00,15,1,0,-1
11221,125,2022-08-28 03:00:00,15,0,0,0
11222,125,2022-08-28 03:15:00,15,0,0,0
11223,125,2022-08-28 03:30:00,15,1,2,1
11224,125,2022-08-28 03:45:00,15,0,0,0
11225,125,2022-08-28 04:00:00,15,0,2,2
11226,125,2022-08-28 04:15:00,15,1,0,-1
11227,125,2022-08-28 04:30:00,15,0,0,0
11228,125,2022-08-28 04:45:00,15,0,3,3
11229,125,2022-08-28 05:00:00,15,0,0,0
11230,125,2022-08-28 05:15:00,15,1,0,-1
11231,125,2022-08-28 05:30:00,15,0,0,0
11232,125,2022-08-28 05:45:00,15,0,0,0
11233,125,2022-08-28 06:00:00,15,0,0,0
11234,125,2022-08-28 06:15:00,15,0,0,0
11235,125,2022-08-28 06:30:00,15,0,0,0
11236,125,2022-08-28 06:45:00,15,0,0,0
11237,125,2022-08-28 07:00:00,15,2,1,-1
11238,125,2022-08-28 07:15:00,15,0,0,0
11239,125,2022-08-28 07:30:00,15,0,0,0
11240,125,2022-08-28 07:45:00,15,0,0,0
11241,125,2022-08-28 08:00:00,15,0,0,0
11242,125,2022-08-28 08:15:00,15,0,2,2
11243,125,2022-08-28 08:30:00,15,0,0,0
11244,125,2022-08-28 08:45:00,15,0,0,0
11245,125,2022-08-28 09:00:00,15,0,0,0
11246,125,2022-08-28 09:15:00,15,0,0,0
11247,125,2022-08-28 09:30:00,15,0,0,0
11248,125,2022-08-28 09:45:00,15,1,0,-1
11249,125,2022-08-28 10:00:00,15,0,1,1
11250,125,2022-08-28 10:15:00,15,0,0,0
11251,125,2022-08-28 10:30:00,15,0,0,0
11252,125,2022-08-28 10:45:00,15,0,0,0
11253,125,2022-08-28 11:00:00,15,1,0,-1
11254,125,2022-08-28 11:15:00,15,0,0,0
11255,125,2022-08-28 11:30:00,15,0,0,0
11256,125,2022-08-28 11:45:00,15,0,0,0
11257,125,2022-08-28 12:00:00,15,0,0,0
11258,125,2022-08-28 12:15:00,15,0,1,1
11259,125,2022-08-28 12:30:00,15,0,0,0
11260,125,2022-08-28 12:45:00,15,1,0,-1
11261,125,2022-08-28 13:00:00,15,0,0,0
11262,125,2022-08-28 13:15:00,15,0,0,0
11263,125,2022-08-28 13:30:00,15,3,0,-3
11264,125,2022-08-28 13:45:00,15,0,0,0
11265,125,2022-08-28 14:00:00,15,0,1,1
11266,125,2022-08-28 14:15:00,15,0,0,0
11267,125,2022-08-28 14:30:00,15,2,1,-1
11268,125,2022-08-28 14:45:00,15,1,0,-1
11269,125,2022-08-28 15:00:00,15,1,1,0
11270,125,2022-08-28 15:15:00,15,0,1,1
11271,125,2022-08-28 15:30:00,15,0,0,0
11272,125,2022-08-28 15:45:00,15,0,0,0
11273,125,2022-08-28 16:00:00,15,0,0,0
11274,125,2022-08-28 16:15:00,15,1,0,-1
11275,125,2022-08-28 16:30:00,15,0,0,0
11276,125,2022-08-28 16:45:00,15,1,2,1
11277,125,2022-08-28 17:00:00,15,1,0,-1
11278,125,2022-08-28 17:15:00,15,2,2,0
11279,125,2022-08-28 17:30:00,15,0,0,0
11280,125,2022-08-28 17:45:00,15,0,0,0
11281,125,2022-08-28 18:00:00,15,0,1,1
11282,125,2022-08-28 18:15:00,15,1,0,-1
11283,125,2022-08-28 18:30:00,15,0,0,0
11284,125,2022-08-28 18:45:00,15,0,1,1
11285,125,2022-08-28 19:00:00,15,2,3,1
11286,125,2022-08-28 19:15:00,15,0,1,1
11287,125,2022-08-28 19:30:00,15,0,2,2
11288,125,2022-08-28 19:45:00,15,0,1,1
11289,125,2022-08-28 20:00:00,15,3,1,-2
11290,125,2022-08-28 20:15:00,15,0,1,1
11291,125,2022-08-28 20:30:00,15,0,0,0
11292,125,2022-08-28 20:45:00,15,0,0,0
11293,125,2022-08-28 21:00:00,15,0,1,1
11294,125,2022-08-28 21:15:00,15,0,4,4
11295,125,2022-08-28 21:30:00,15,3,0,-3
11296,125,2022-08-28 21:45:00,15,2,3,1
11297,125,2022-08-28 22:00:00,15,0,0,0
11298,125,2022-08-28 22:15:00,15,0,0,0
11299,125,2022-08-28 22:30:00,15,0,1,1
11300,125,2022-08-28 22:45:00,15,0,6,6
11301,125,2022-08-28 23:00:00,15,0,0,0
11302,125,2022-08-28 23:15:00,15,1,0,-1
11303,125,2022-08-28 23:30:00,15,0,0,0
11304,125,2022-08-28 23:45:00,15,0,0,0
11305,126,2022-08-28 00:15:00,15,0,0,0
11306,126,2022-08-28 00:30:00,15,0,0,0
11307,126,2022-08-28 00:45:00,15,0,0,0
11308,126,2022-08-28 01:00:00,15,0,0,0
11309,126,2022-08-28 01:15:00,15,0,1,1
11310,126,2022-08-28 01:30:00,15,0,1,1
11311,126,2022-08-28 01:45:00,15,0,0,0
11312,126,2022-08-28 02:00:00,15,0,0,0
11313,126,2022-08-28 02:15:00,15,0,0,0
11314,126,2022-08-28 02:30:00,15,0,1,1
11315,126,2022-08-28 02:45:00,15,0,1,1
11316,126,2022-08-28 03:00:00,15,0,1,1
11317,126,2022-08-28 03:15:00,15,0,0,0
11318,126,2022-08-28 03:30:00,15,0,0,0
11319,126,2022-08-28 03:45:00,15,0,0,0
11320,126,2022-08-28 04:00:00,15,0,0,0
11321,126,2022-08-28 04:15:00,15,0,0,0
11322,126,2022-08-28 04:30:00,15,0,0,0
11323,126,2022-08-28 04:45:00,15,0,0,0
11324,126,2022-08-28 05:00:00,15,0,0,0
11325,126,2022-08-28 05:15:00,15,0,0,0
11326,126,2022-08-28 05:30:00,15,0,0,0
11327,126,2022-08-28 05:45:00,15,0,0,0
11328,126,2022-08-28 06:00:00,15,0,0,0
11329,126,2022-08-28 06:15:00,15,0,0,0
11330,126,2022-08-28 06:30:00,15,0,0,0
11331,126,2022-08-28 06:45:00,15,0,0,0
11332,126,2022-08-28 07:00:00,15,0,0,0
11333,126,2022-08-28 07:15:00,15,0,0,0
11334,126,2022-08-28 07:30:00,15,0,0,0
11335,126,2022-08-28 07:45:00,15,0,0,0
11336,126,2022-08-28 08:00:00,15,0,0,0
11337,126,2022-08-28 08:15:00,15,0,0,0
11338,126,2022-08-28 08:30:00,15,0,0,0
11339,126,2022-08-28 08:45:00,15,0,0,0
11340,126,2022-08-28 09:00:00,15,0,0,0
11341,126,2022-08-28 09:15:00,15,0,0,0
11342,126,2022-08-28 09:30:00,15,0,0,0
11343,126,2022-08-28 09:45:00,15,0,0,0
11344,126,2022-08-28 10:00:00,15,0,0,0
11345,126,2022-08-28 10:15:00,15,0,0,0
11346,126,2022-08-28 10:30:00,15,1,0,-1
11347,126,2022-08-28 10:45:00,15,0,0,0
11348,126,2022-08-28 11:00:00,15,0,0,0
11349,126,2022-08-28 11:15:00,15,0,0,0
11350,126,2022-08-28 11:30:00,15,0,0,0
11351,126,2022-08-28 11:45:00,15,0,1,1
11352,126,2022-08-28 12:00:00,15,0,0,0
11353,126,2022-08-28 12:15:00,15,0,0,0
11354,126,2022-08-28 12:30:00,15,0,0,0
11355,126,2022-08-28 12:45:00,15,0,0,0
11356,126,2022-08-28 13:00:00,15,0,0,0
11357,126,2022-08-28 13:15:00,15,0,0,0
11358,126,2022-08-28 13:30:00,15,1,0,-1
11359,126,2022-08-28 13:45:00,15,0,0,0
11360,126,2022-08-28 14:00:00,15,0,0,0
11361,126,2022-08-28 14:15:00,15,0,0,0
11362,126,2022-08-28 14:30:00,15,0,0,0
11363,126,2022-08-28 14:45:00,15,0,0,0
11364,126,2022-08-28 15:00:00,15,0,0,0
11365,126,2022-08-28 15:15:00,15,0,0,0
11366,126,2022-08-28 15:30:00,15,0,0,0
11367,126,2022-08-28 15:45:00,15,0,1,1
11368,126,2022-08-28 16:00:00,15,0,0,0
11369,126,2022-08-28 16:15:00,15,0,0,0
11370,126,2022-08-28 16:30:00,15,0,0,0
11371,126,2022-08-28 16:45:00,15,1,0,-1
11372,126,2022-08-28 17:00:00,15,0,0,0
11373,126,2022-08-28 17:15:00,15,0,1,1
11374,126,2022-08-28 17:30:00,15,0,0,0
11375,126,2022-08-28 17:45:00,15,0,0,0
11376,126,2022-08-28 18:00:00,15,0,0,0
11377,126,2022-08-28 18:15:00,15,0,0,0
11378,126,2022-08-28 18:30:00,15,4,0,-4
11379,126,2022-08-28 18:45:00,15,0,0,0
11380,126,2022-08-28 19:00:00,15,0,0,0
11381,126,2022-08-28 19:15:00,15,0,0,0
11382,126,2022-08-28 19:30:00,15,0,0,0
11383,126,2022-08-28 19:45:00,15,0,0,0
11384,126,2022-08-28 20:00:00,15,0,0,0
11385,126,2022-08-28 20:15:00,15,0,1,1
11386,126,2022-08-28 20:30:00,15,0,0,0
11387,126,2022-08-28 20:45:00,15,0,0,0
11388,126,2022-08-28 21:00:00,15,0,2,2
11389,126,2022-08-28 21:15:00,15,0,1,1
11390,126,2022-08-28 21:30:00,15,0,0,0
11391,126,2022-08-28 21:45:00,15,0,0,0
11392,126,2022-08-28 22:00:00,15,0,0,0
11393,126,2022-08-28 22:15:00,15,1,0,-1
11394,126,2022-08-28 22:30:00,15,0,0,0
11395,126,2022-08-28 22:45:00,15,1,2,1
11396,126,2022-08-28 23:00:00,15,2,1,-1
11397,126,2022-08-28 23:15:00,15,1,0,-1
11398,126,2022-08-28 23:30:00,15,0,0,0
11399,126,2022-08-28 23:45:00,15,0,1,1
11400,128,2022-08-28 00:15:00,15,0,0,0
11401,128,2022-08-28 00:30:00,15,0,0,0
11402,128,2022-08-28 00:45:00,15,0,0,0
11403,128,2022-08-28 01:00:00,15,0,0,0
11404,128,2022-08-28 01:15:00,15,0,0,0
11405,128,2022-08-28 01:30:00,15,0,0,0
11406,128,2022-08-28 01:45:00,15,0,0,0
11407,128,2022-08-28 02:00:00,15,1,0,-1
11408,128,2022-08-28 02:15:00,15,1,0,-1
11409,128,2022-08-28 02:30:00,15,0,0,0
11410,128,2022-08-28 02:45:00,15,0,0,0
11411,128,2022-08-28 03:00:00,15,1,0,-1
11412,128,2022-08-28 03:15:00,15,0,0,0
11413,128,2022-08-28 03:30:00,15,0,0,0
11414,128,2022-08-28 03:45:00,15,0,0,0
11415,128,2022-08-28 04:00:00,15,0,1,1
11416,128,2022-08-28 04:15:00,15,0,0,0
11417,128,2022-08-28 04:30:00,15,0,0,0
11418,128,2022-08-28 04:45:00,15,0,0,0
11419,128,2022-08-28 05:00:00,15,1,0,-1
11420,128,2022-08-28 05:15:00,15,0,1,1
11421,128,2022-08-28 05:30:00,15,0,0,0
11422,128,2022-08-28 05:45:00,15,0,0,0
11423,128,2022-08-28 06:00:00,15,0,0,0
11424,128,2022-08-28 06:15:00,15,0,0,0
11425,128,2022-08-28 06:30:00,15,0,0,0
11426,128,2022-08-28 06:45:00,15,0,0,0
11427,128,2022-08-28 07:00:00,15,0,0,0
11428,128,2022-08-28 07:15:00,15,0,0,0
11429,128,2022-08-28 07:30:00,15,0,1,1
11430,128,2022-08-28 07:45:00,15,0,0,0
11431,128,2022-08-28 08:00:00,15,0,0,0
11432,128,2022-08-28 08:15:00,15,0,0,0
11433,128,2022-08-28 08:30:00,15,0,0,0
11434,128,2022-08-28 08:45:00,15,0,0,0
11435,128,2022-08-28 09:00:00,15,0,0,0
11436,128,2022-08-28 09:15:00,15,0,0,0
11437,128,2022-08-28 09:30:00,15,0,0,0
11438,128,2022-08-28 09:45:00,15,0,0,0
11439,128,2022-08-28 10:00:00,15,0,0,0
11440,128,2022-08-28 10:15:00,15,0,0,0
11441,128,2022-08-28 10:30:00,15,0,0,0
11442,128,2022-08-28 10:45:00,15,0,0,0
11443,128,2022-08-28 11:00:00,15,0,0,0
11444,128,2022-08-28 11:15:00,15,0,0,0
11445,128,2022-08-28 11:30:00,15,0,0,0
11446,128,2022-08-28 11:45:00,15,1,0,-1
11447,128,2022-08-28 12:00:00,15,1,0,-1
11448,128,2022-08-28 12:15:00,15,0,0,0
11449,128,2022-08-28 12:30:00,15,0,0,0
11450,128,2022-08-28 12:45:00,15,0,0,0
11451,128,2022-08-28 13:00:00,15,0,0,0
11452,128,2022-08-28 13:15:00,15,0,0,0
11453,128,2022-08-28 13:30:00,15,0,1,1
11454,128,2022-08-28 13:45:00,15,0,0,0
11455,128,2022-08-28 14:00:00,15,0,0,0
11456,128,2022-08-28 14:15:00,15,2,0,-2
11457,128,2022-08-28 14:30:00,15,0,0,0
11458,128,2022-08-28 14:45:00,15,1,1,0
11459,128,2022-08-28 15:00:00,15,0,1,1
11460,128,2022-08-28 15:15:00,15,0,0,0
11461,128,2022-08-28 15:30:00,15,0,0,0
11462,128,2022-08-28 15:45:00,15,0,0,0
11463,128,2022-08-28 16:00:00,15,4,2,-2
11464,128,2022-08-28 16:15:00,15,0,1,1
11465,128,2022-08-28 16:30:00,15,0,0,0
11466,128,2022-08-28 16:45:00,15,0,4,4
11467,128,2022-08-28 17:00:00,15,0,1,1
11468,128,2022-08-28 17:15:00,15,1,1,0
11469,128,2022-08-28 17:30:00,15,1,0,-1
11470,128,2022-08-28 17:45:00,15,0,0,0
11471,128,2022-08-28 18:00:00,15,0,0,0
11472,128,2022-08-28 18:15:00,15,3,0,-3
11473,128,2022-08-28 18:30:00,15,0,0,0
11474,128,2022-08-28 18:45:00,15,0,0,0
11475,128,2022-08-28 19:00:00,15,1,0,-1
11476,128,2022-08-28 19:15:00,15,0,4,4
11477,128,2022-08-28 19:30:00,15,0,0,0
11478,128,2022-08-28 19:45:00,15,0,0,0
11479,128,2022-08-28 20:00:00,15,0,0,0
11480,128,2022-08-28 20:15:00,15,0,1,1
11481,128,2022-08-28 20:30:00,15,8,0,-8
11482,128,2022-08-28 20:45:00,15,0,0,0
11483,128,2022-08-28 21:00:00,15,0,0,0
11484,128,2022-08-28 21:15:00,15,0,2,2
11485,128,2022-08-28 21:30:00,15,1,0,-1
11486,128,2022-08-28 21:45:00,15,0,0,0
11487,128,2022-08-28 22:00:00,15,0,1,1
11488,128,2022-08-28 22:15:00,15,0,0,0
11489,128,2022-08-28 22:30:00,15,0,2,2
11490,128,2022-08-28 22:45:00,15,0,0,0
11491,128,2022-08-28 23:00:00,15,0,1,1
11492,128,2022-08-28 23:15:00,15,0,0,0
11493,128,2022-08-28 23:30:00,15,0,0,0
11494,128,2022-08-28 23:45:00,15,0,1,1
11495,129,2022-08-28 00:15:00,15,0,0,0
11496,129,2022-08-28 00:30:00,15,0,1,1
11497,129,2022-08-28 00:45:00,15,1,0,-1
11498,129,2022-08-28 01:00:00,15,0,0,0
11499,129,2022-08-28 01:15:00,15,0,0,0
11500,129,2022-08-28 01:30:00,15,0,0,0
11501,129,2022-08-28 01:45:00,15,0,0,0
11502,129,2022-08-28 02:00:00,15,0,0,0
11503,129,2022-08-28 02:15:00,15,0,1,1
11504,129,2022-08-28 02:30:00,15,0,0,0
11505,129,2022-08-28 02:45:00,15,0,0,0
11506,129,2022-08-28 03:00:00,15,0,0,0
11507,129,2022-08-28 03:15:00,15,0,0,0
11508,129,2022-08-28 03:30:00,15,0,1,1
11509,129,2022-08-28 03:45:00,15,0,0,0
11510,129,2022-08-28 04:00:00,15,0,0,0
11511,129,2022-08-28 04:15:00,15,0,1,1
11512,129,2022-08-28 04:30:00,15,0,0,0
11513,129,2022-08-28 04:45:00,15,0,0,0
11514,129,2022-08-28 05:00:00,15,0,0,0
11515,129,2022-08-28 05:15:00,15,2,1,-1
11516,129,2022-08-28 05:30:00,15,0,0,0
11517,129,2022-08-28 05:45:00,15,0,0,0
11518,129,2022-08-28 06:00:00,15,0,0,0
11519,129,2022-08-28 06:15:00,15,0,0,0
11520,129,2022-08-28 06:30:00,15,0,6,6
11521,129,2022-08-28 06:45:00,15,0,0,0
11522,129,2022-08-28 07:00:00,15,0,0,0
11523,129,2022-08-28 07:15:00,15,0,0,0
11524,129,2022-08-28 07:30:00,15,0,0,0
11525,129,2022-08-28 07:45:00,15,0,0,0
11526,129,2022-08-28 08:00:00,15,0,0,0
11527,129,2022-08-28 08:15:00,15,0,0,0
11528,129,2022-08-28 08:30:00,15,0,0,0
11529,129,2022-08-28 08:45:00,15,0,0,0
11530,129,2022-08-28 09:00:00,15,0,0,0
11531,129,2022-08-28 09:15:00,15,0,0,0
11532,129,2022-08-28 09:30:00,15,0,0,0
11533,129,2022-08-28 09:45:00,15,0,0,0
11534,129,2022-08-28 10:00:00,15,0,0,0
11535,129,2022-08-28 10:15:00,15,0,0,0
11536,129,2022-08-28 10:30:00,15,0,0,0
11537,129,2022-08-28 10:45:00,15,0,0,0
11538,129,2022-08-28 11:00:00,15,0,0,0
11539,129,2022-08-28 11:15:00,15,0,0,0
11540,129,2022-08-28 11:30:00,15,0,0,0
11541,129,2022-08-28 11:45:00,15,0,0,0
11542,129,2022-08-28 12:00:00,15,0,0,0
11543,129,2022-08-28 12:15:00,15,0,0,0
11544,129,2022-08-28 12:30:00,15,0,0,0
11545,129,2022-08-28 12:45:00,15,0,0,0
11546,129,2022-08-28 13:00:00,15,1,0,-1
11547,129,2022-08-28 13:15:00,15,0,1,1
11548,129,2022-08-28 13:30:00,15,0,0,0
11549,129,2022-08-28 13:45:00,15,1,0,-1
11550,129,2022-08-28 14:00:00,15,0,0,0
11551,129,2022-08-28 14:15:00,15,1,0,-1
11552,129,2022-08-28 14:30:00,15,0,0,0
11553,129,2022-08-28 14:45:00,15,0,0,0
11554,129,2022-08-28 15:00:00,15,0,0,0
11555,129,2022-08-28 15:15:00,15,5,0,-5
11556,129,2022-08-28 15:30:00,15,0,0,0
11557,129,2022-08-28 15:45:00,15,0,0,0
11558,129,2022-08-28 16:00:00,15,0,0,0
11559,129,2022-08-28 16:15:00,15,0,0,0
11560,129,2022-08-28 16:30:00,15,0,0,0
11561,129,2022-08-28 16:45:00,15,0,0,0
11562,129,2022-08-28 17:00:00,15,0,0,0
11563,129,2022-08-28 17:15:00,15,0,0,0
11564,129,2022-08-28 17:30:00,15,1,0,-1
11565,129,2022-08-28 17:45:00,15,0,1,1
11566,129,2022-08-28 18:00:00,15,0,1,1
11567,129,2022-08-28 18:15:00,15,0,2,2
11568,129,2022-08-28 18:30:00,15,1,0,-1
11569,129,2022-08-28 18:45:00,15,0,0,0
11570,129,2022-08-28 19:00:00,15,2,0,-2
11571,129,2022-08-28 19:15:00,15,0,2,2
11572,129,2022-08-28 19:30:00,15,1,0,-1
11573,129,2022-08-28 19:45:00,15,1,1,0
11574,129,2022-08-28 20:00:00,15,0,0,0
11575,129,2022-08-28 20:15:00,15,2,0,-2
11576,129,2022-08-28 20:30:00,15,0,0,0
11577,129,2022-08-28 20:45:00,15,0,0,0
11578,129,2022-08-28 21:00:00,15,0,0,0
11579,129,2022-08-28 21:15:00,15,0,1,1
11580,129,2022-08-28 21:30:00,15,0,0,0
11581,129,2022-08-28 21:45:00,15,0,0,0
11582,129,2022-08-28 22:00:00,15,0,0,0
11583,129,2022-08-28 22:15:00,15,0,0,0
11584,129,2022-08-28 22:30:00,15,1,1,0
11585,129,2022-08-28 22:45:00,15,0,0,0
11586,129,2022-08-28 23:00:00,15,0,0,0
11587,129,2022-08-28 23:15:00,15,0,0,0
11588,129,2022-08-28 23:30:00,15,0,1,1
11589,129,2022-08-28 23:45:00,15,1,0,-1
11590,130,2022-08-28 00:15:00,15,0,0,0
11591,130,2022-08-28 00:30:00,15,0,0,0
11592,130,2022-08-28 00:45:00,15,0,0,0
11593,130,2022-08-28 01:00:00,15,0,0,0
11594,130,2022-08-28 01:15:00,15,0,0,0
11595,130,2022-08-28 01:30:00,15,0,0,0
11596,130,2022-08-28 01:45:00,15,0,0,0
11597,130,2022-08-28 02:00:00,15,0,0,0
11598,130,2022-08-28 02:15:00,15,0,0,0
11599,130,2022-08-28 02:30:00,15,0,0,0
11600,130,2022-08-28 02:45:00,15,0,3,3
11601,130,2022-08-28 03:00:00,15,0,0,0
11602,130,2022-08-28 03:15:00,15,0,1,1
11603,130,2022-08-28 03:30:00,15,0,0,0
11604,130,2022-08-28 03:45:00,15,0,0,0
11605,130,2022-08-28 04:00:00,15,0,1,1
11606,130,2022-08-28 04:15:00,15,0,0,0
11607,130,2022-08-28 04:30:00,15,0,0,0
11608,130,2022-08-28 04:45:00,15,0,0,0
11609,130,2022-08-28 05:00:00,15,0,0,0
11610,130,2022-08-28 05:15:00,15,0,0,0
11611,130,2022-08-28 05:30:00,15,0,0,0
11612,130,2022-08-28 05:45:00,15,0,0,0
11613,130,2022-08-28 06:00:00,15,0,0,0
11614,130,2022-08-28 06:15:00,15,0,0,0
11615,130,2022-08-28 06:30:00,15,0,0,0
11616,130,2022-08-28 06:45:00,15,0,0,0
11617,130,2022-08-28 07:00:00,15,0,0,0
11618,130,2022-08-28 07:15:00,15,0,0,0
11619,130,2022-08-28 07:30:00,15,0,0,0
11620,130,2022-08-28 07:45:00,15,0,0,0
11621,130,2022-08-28 08:00:00,15,0,0,0
11622,130,2022-08-28 08:15:00,15,0,0,0
11623,130,2022-08-28 08:30:00,15,0,0,0
11624,130,2022-08-28 08:45:00,15,0,0,0
11625,130,2022-08-28 09:00:00,15,0,0,0
11626,130,2022-08-28 09:15:00,15,0,0,0
11627,130,2022-08-28 09:30:00,15,0,0,0
11628,130,2022-08-28 09:45:00,15,0,0,0
11629,130,2022-08-28 10:00:00,15,0,0,0
11630,130,2022-08-28 10:15:00,15,0,0,0
11631,130,2022-08-28 10:30:00,15,0,0,0
11632,130,2022-08-28 10:45:00,15,0,0,0
11633,130,2022-08-28 11:00:00,15,0,0,0
11634,130,2022-08-28 11:15:00,15,0,0,0
11635,130,2022-08-28 11:30:00,15,0,0,0
11636,130,2022-08-28 11:45:00,15,0,0,0
11637,130,2022-08-28 12:00:00,15,0,0,0
11638,130,2022-08-28 12:15:00,15,0,0,0
11639,130,2022-08-28 12:30:00,15,0,0,0
11640,130,2022-08-28 12:45:00,15,0,0,0
11641,130,2022-08-28 13:00:00,15,0,0,0
11642,130,2022-08-28 13:15:00,15,0,0,0
11643,130,2022-08-28 13:30:00,15,1,0,-1
11644,130,2022-08-28 13:45:00,15,0,0,0
11645,130,2022-08-28 14:00:00,15,0,0,0
11646,130,2022-08-28 14:15:00,15,0,0,0
11647,130,2022-08-28 14:30:00,15,0,0,0
11648,130,2022-08-28 14:45:00,15,0,2,2
11649,130,2022-08-28 15:00:00,15,2,0,-2
11650,130,2022-08-28 15:15:00,15,0,0,0
11651,130,2022-08-28 15:30:00,15,0,0,0
11652,130,2022-08-28 15:45:00,15,0,1,1
11653,130,2022-08-28 16:00:00,15,0,0,0
11654,130,2022-08-28 16:15:00,15,0,0,0
11655,130,2022-08-28 16:30:00,15,0,0,0
11656,130,2022-08-28 16:45:00,15,0,0,0
11657,130,2022-08-28 17:00:00,15,0,1,1
11658,130,2022-08-28 17:15:00,15,0,1,1
11659,130,2022-08-28 17:30:00,15,3,0,-3
11660,130,2022-08-28 17:45:00,15,1,0,-1
11661,130,2022-08-28 18:00:00,15,2,1,-1
11662,130,2022-08-28 18:15:00,15,0,1,1
11663,130,2022-08-28 18:30:00,15,0,1,1
11664,130,2022-08-28 18:45:00,15,0,0,0
11665,130,2022-08-28 19:00:00,15,0,0,0
11666,130,2022-08-28 19:15:00,15,0,0,0
11667,130,2022-08-28 19:30:00,15,0,0,0
11668,130,2022-08-28 19:45:00,15,0,1,1
11669,130,2022-08-28 20:00:00,15,0,0,0
11670,130,2022-08-28 20:15:00,15,0,1,1
11671,130,2022-08-28 20:30:00,15,0,0,0
11672,130,2022-08-28 20:45:00,15,0,1,1
11673,130,2022-08-28 21:00:00,15,0,0,0
11674,130,2022-08-28 21:15:00,15,0,0,0
11675,130,2022-08-28 21:30:00,15,1,0,-1
11676,130,2022-08-28 21:45:00,15,0,0,0
11677,130,2022-08-28 22:00:00,15,0,1,1
11678,130,2022-08-28 22:15:00,15,0,0,0
11679,130,2022-08-28 22:30:00,15,1,0,-1
11680,130,2022-08-28 22:45:00,15,0,0,0
11681,130,2022-08-28 23:00:00,15,0,0,0
11682,130,2022-08-28 23:15:00,15,0,0,0
11683,130,2022-08-28 23:30:00,15,0,0,0
11684,130,2022-08-28 23:45:00,15,0,0,0
11685,131,2022-08-28 00:15:00,15,1,0,-1
11686,131,2022-08-28 00:30:00,15,0,0,0
11687,131,2022-08-28 00:45:00,15,1,2,1
11688,131,2022-08-28 01:00:00,15,1,0,-1
11689,131,2022-08-28 01:15:00,15,0,1,1
11690,131,2022-08-28 01:30:00,15,1,2,1
11691,131,2022-08-28 01:45:00,15,2,2,0
11692,131,2022-08-28 02:00:00,15,1,0,-1
11693,131,2022-08-28 02:15:00,15,0,1,1
11694,131,2022-08-28 02:30:00,15,0,1,1
11695,131,2022-08-28 02:45:00,15,0,1,1
11696,131,2022-08-28 03:00:00,15,0,0,0
11697,131,2022-08-28 03:15:00,15,1,3,2
11698,131,2022-08-28 03:30:00,15,1,0,-1
11699,131,2022-08-28 03:45:00,15,1,0,-1
11700,131,2022-08-28 04:00:00,15,1,0,-1
11701,131,2022-08-28 04:15:00,15,1,0,-1
11702,131,2022-08-28 04:30:00,15,0,1,1
11703,131,2022-08-28 04:45:00,15,0,0,0
11704,131,2022-08-28 05:00:00,15,0,0,0
11705,131,2022-08-28 05:15:00,15,0,0,0
11706,131,2022-08-28 05:30:00,15,0,1,1
11707,131,2022-08-28 05:45:00,15,0,0,0
11708,131,2022-08-28 06:00:00,15,0,0,0
11709,131,2022-08-28 06:15:00,15,0,0,0
11710,131,2022-08-28 06:30:00,15,0,0,0
11711,131,2022-08-28 06:45:00,15,0,0,0
11712,131,2022-08-28 07:00:00,15,0,0,0
11713,131,2022-08-28 07:15:00,15,0,1,1
11714,131,2022-08-28 07:30:00,15,0,0,0
11715,131,2022-08-28 07:45:00,15,0,0,0
11716,131,2022-08-28 08:00:00,15,0,0,0
11717,131,2022-08-28 08:15:00,15,0,0,0
11718,131,2022-08-28 08:30:00,15,0,0,0
11719,131,2022-08-28 08:45:00,15,0,0,0
11720,131,2022-08-28 09:00:00,15,0,0,0
11721,131,2022-08-28 09:15:00,15,0,0,0
11722,131,2022-08-28 09:30:00,15,0,0,0
11723,131,2022-08-28 09:45:00,15,0,0,0
11724,131,2022-08-28 10:00:00,15,0,0,0
11725,131,2022-08-28 10:15:00,15,1,0,-1
11726,131,2022-08-28 10:30:00,15,0,1,1
11727,131,2022-08-28 10:45:00,15,0,0,0
11728,131,2022-08-28 11:00:00,15,0,0,0
11729,131,2022-08-28 11:15:00,15,0,0,0
11730,131,2022-08-28 11:30:00,15,0,0,0
11731,131,2022-08-28 11:45:00,15,0,0,0
11732,131,2022-08-28 12:00:00,15,2,0,-2
11733,131,2022-08-28 12:15:00,15,1,0,-1
11734,131,2022-08-28 12:30:00,15,1,1,0
11735,131,2022-08-28 12:45:00,15,0,0,0
11736,131,2022-08-28 13:00:00,15,0,0,0
11737,131,2022-08-28 13:15:00,15,1,0,-1
11738,131,2022-08-28 13:30:00,15,3,0,-3
11739,131,2022-08-28 13:45:00,15,2,1,-1
11740,131,2022-08-28 14:00:00,15,0,0,0
