DATE,Average Wind,Preciptiation,Snow,Temperature
2016-06-07,9.17,0.15,0,74
2016-06-08,15.66,0,0,67
2016-06-09,17.67,0,0,61
2016-06-10,11.18,0,0,62
2016-06-11,6.93,0.02,0,61
2016-06-12,17.22,0,0,68
2016-06-13,16.78,0,0,62
2016-06-14,12.3,0,0,67
2016-06-15,10.07,0,0,74
2016-06-16,6.93,0,0,71
2016-06-17,8.28,0.12,0,66
2016-06-18,9.84,0,0,66
2016-06-19,11.63,0,0,68
2016-06-20,12.75,0,0,71
2016-06-21,12.97,0.02,0,73
2016-06-22,9.62,0,0,72
2016-06-23,8.95,0,0,69
2016-06-24,8.5,0,0,67
2016-06-25,6.26,0,0,66
2016-06-26,9.62,0,0,70
2016-06-27,15.21,0,0,74
2016-06-28,10.51,0.08,0,73
2016-06-29,8.5,0.03,0,74
2016-06-30,9.84,0,0,73
2016-07-01,11.41,0.2,0,76
2016-07-02,12.75,0,0,73
2016-07-03,10.96,0,0,73
2016-07-04,11.86,0,0,77
2016-07-05,5.14,0.23,0,70
2016-07-06,8.95,0,0,78
2016-07-07,8.05,0,0,70
2016-07-08,10.51,0.02,0,63
2016-07-09,9.62,0.11,0,62
2016-07-10,6.26,0.09,0,62
2016-07-11,6.93,0,0,65
2016-07-12,8.95,0,0,75
2016-07-13,12.08,0,0,78
2016-07-14,14.32,0,0,76
2016-07-15,8.5,0,0,81
2016-07-16,8.5,0,0,84
2016-07-17,7.16,0,0,76
2016-07-18,11.86,0.01,0,78
2016-07-19,10.74,0,0,78
2016-07-20,10.29,0,0,74
2016-07-21,9.62,0,0,79
2016-07-22,17.22,0,0,84
2016-07-23,10.74,0,0,83
2016-07-24,7.83,0,0,77
2016-07-25,8.72,0,0,76
2016-07-26,12.53,0,0,84
2016-07-27,9.62,0,0,81
2016-07-28,7.16,0,0,82
2016-07-29,8.5,0.06,0,77
2016-07-30,9.62,0,0,75
2016-07-31,8.95,0.15,0,71
2016-08-01,8.72,0,0,71
2016-08-02,6.93,0.04,0,70
2016-08-03,8.28,0,0,70
2016-08-04,11.41,0,0,74
2016-08-05,12.08,0,0,75
2016-08-06,12.08,0.02,0,77
2016-08-07,9.62,0,0,80
2016-08-08,9.17,0,0,76
2016-08-09,10.96,0,0,75
2016-08-10,11.41,0.23,0,74
2016-08-11,9.84,0,0,83
2016-08-12,13.2,0.01,0,86
2016-08-13,10.29,0.34,0,74
2016-08-14,11.41,0.18,0,80
2016-08-15,9.17,0,0,83
2016-08-16,9.62,0,0,74
2016-08-17,14.99,0,0,81
2016-08-18,7.61,0,0,77
2016-08-19,9.62,0,0,78
2016-08-20,9.17,0,0,74
2016-08-21,10.74,0.01,0,71
2016-08-22,13.87,0.89,0,73
2016-08-23,9.4,0,0,71
2016-08-24,9.17,0,0,74
2016-08-25,14.09,0,0,78
2016-08-26,9.62,0,0,80
2016-08-27,9.17,0,0,78
2016-08-28,10.74,0,0,72
2016-08-29,13.42,0,0,77
2016-08-30,9.17,0,0,71
2016-08-31,11.86,0,0,74
2016-09-01,8.05,0.02,0,74
2016-09-02,10.07,0,0,69
2016-09-03,6.71,0,0,65
2016-09-04,12.3,0,0,65
2016-09-05,18.79,0.07,0,65
2016-09-06,14.09,0.14,0,65
2016-09-07,8.5,0.03,0,69
2016-09-08,7.38,0,0,70
2016-09-09,8.95,0,0,79
2016-09-10,8.72,0.01,0,75
2016-09-11,14.32,0.03,0,76
2016-09-12,8.95,0,0,66
2016-09-13,11.41,0,0,70
2016-09-14,14.09,0.06,0,74
2016-09-15,10.07,0,0,63
2016-09-16,10.51,0,0,62
2016-09-17,11.86,0,0,65
2016-09-18,12.97,0,0,73
2016-09-19,6.26,0.33,0,72
2016-09-20,6.04,0,0,70
2016-09-21,8.28,0,0,75
2016-09-22,7.16,0,0,71
2016-09-23,9.4,0.34,0,70
2016-09-24,10.07,0,0,60
2016-09-25,12.3,0,0,58
2016-09-26,9.4,0,0,56
2016-09-27,5.37,0.22,0,63
2016-09-28,17.67,0,0,59
2016-09-29,18.12,0,0,57
2016-09-30,17.67,0.13,0,58
2016-10-01,14.99,0.71,0,57
2016-10-02,7.61,0.03,0,55
2016-10-03,8.05,0,0,60
2016-10-04,12.53,0,0,59
2016-10-05,7.61,0,0,54
2016-10-06,4.92,0,0,56
2016-10-07,4.7,0,0,60
2016-10-08,5.37,0.01,0,60
2016-10-09,12.97,1.84,0,59
2016-10-10,15.66,0,0,51
2016-10-11,7.38,0,0,51
2016-10-12,7.61,0,0,55
2016-10-13,9.62,0,0,60
2016-10-14,9.62,0,0,54
2016-10-15,8.05,0,0,49
2016-10-16,12.97,0,0,56
2016-10-17,6.71,0,0,66
2016-10-18,8.28,0.14,0,62
2016-10-19,11.63,0,0,71
2016-10-20,12.53,0.08,0,60
2016-10-21,8.05,1.11,0,62
2016-10-22,12.97,0.15,0,61
2016-10-23,19.69,0,0,50
2016-10-24,15.66,0,0,54
2016-10-25,14.32,0,0,46
2016-10-26,12.3,0,0,42
2016-10-27,9.62,0.65,0,40
2016-10-28,18.79,0.61,0,48
2016-10-29,9.84,0,0,47
2016-10-30,9.17,0.13,0,58
2016-10-31,12.3,0,0,47
2016-11-01,7.16,0,0,42
2016-11-02,5.82,0,0,55
2016-11-03,7.61,0.08,0,56
2016-11-04,10.51,0,0,52
2016-11-05,8.05,0,0,45
2016-11-06,11.18,0.09,0,48
2016-11-07,9.17,0,0,42
2016-11-08,4.7,0,0,46
2016-11-09,7.16,0.01,0,52
2016-11-10,11.18,0,0,47
2016-11-11,18.57,0,0,50
2016-11-12,13.42,0,0,41
2016-11-13,10.51,0,0,49
2016-11-14,9.62,0,0,53
2016-11-15,11.18,0.99,0,51
2016-11-16,11.41,0.03,0,53
2016-11-17,11.63,0,0,51
2016-11-18,9.17,0,0,50
2016-11-19,6.71,0,0,48
2016-11-20,17.9,0.08,0,44
2016-11-21,18.12,0,0,34
2016-11-22,17,0,0,36
2016-11-23,13.42,0,0,37
2016-11-24,4.7,0.05,0,37
2016-11-25,4.7,0.03,0,42
2016-11-26,6.93,0,0,42
2016-11-27,13.42,0,0,41
2016-11-28,8.05,0,0,39
2016-11-29,9.62,0.43,0,42
2016-11-30,10.07,0.91,0,48
2016-12-01,15.66,0.31,0,50
2016-12-02,14.32,0,0,45
2016-12-03,15.66,0,0,42
2016-12-04,10.07,0,0,37
2016-12-05,7.83,0.14,0.3,34
2016-12-06,7.61,0,0,39
2016-12-07,7.61,0.08,0,40
2016-12-08,10.96,0,0,39
2016-12-09,16.11,0,0,34
2016-12-10,11.86,0,0,26
2016-12-11,7.38,0.02,0.2,26
2016-12-12,11.18,0.42,0.7,36
2016-12-13,10.51,0,0,38
2016-12-14,11.18,0,0,38
2016-12-15,21.92,0,0,27
2016-12-16,14.09,0,0,13
2016-12-17,7.16,0.53,4.3,26
2016-12-18,17.45,0.11,0,44
2016-12-19,11.41,0,0,27
2016-12-20,8.28,0,0,24
2016-12-21,11.41,0,0,35
2016-12-22,7.83,0.02,0,35
2016-12-23,10.96,0,0,39
2016-12-24,11.63,0.38,0,40
2016-12-25,11.86,0,0,40
2016-12-26,10.29,0.01,0,30
2016-12-27,19.91,0,0,51
2016-12-28,10.74,0,0,39
2016-12-29,11.41,1.16,0.4,35
2016-12-30,17.67,0,0,36
2016-12-31,14.09,0.07,0,31
2017-01-01,14.09,0.07,0,40
2017-01-02,4.47,0,0,35
2017-01-03,18.12,0.89,0,41
2017-01-04,12.53,0.06,0,43
2017-01-05,14.76,0,0,32
2017-01-06,8.05,0.06,1.1,29
2017-01-07,14.32,0.53,7,23
2017-01-08,13.42,0.01,0.2,18
2017-01-09,11.18,0,0,15
2017-01-10,9.4,0.14,0,23
2017-01-11,14.99,0.09,0,45
2017-01-12,14.54,0.15,0,50
2017-01-13,16.33,0,0,49
2017-01-14,9.62,0,0,26
2017-01-15,9.17,0,0,31
2017-01-16,9.62,0,0,31
2017-01-17,11.41,0.3,0,37
2017-01-18,13.87,0.36,0,38
2017-01-19,8.05,0,0,37
2017-01-20,5.37,0,0,38
2017-01-21,7.16,0,0,43
2017-01-22,10.96,0.06,0,44
2017-01-23,25.28,0.31,0,38
2017-01-24,24.38,1.09,0,39
2017-01-25,15.66,0.02,0,38
2017-01-26,13.42,0.05,0,42
2017-01-27,17.67,0,0,41
2017-01-28,15.21,0,0,37
2017-01-29,11.41,0,0,36
2017-01-30,9.84,0,0,33
2017-01-31,7.38,0.06,0.6,25
2017-02-01,10.07,0.05,0.8,32
2017-02-02,13.42,0,0,36
2017-02-03,11.63,0,0,30
2017-02-04,13.2,0,0,27
2017-02-05,13.42,0,0,32
2017-02-06,14.09,0,0,36
2017-02-07,16.55,0.44,1.2,35
2017-02-08,9.17,0.02,0,37
2017-02-09,21.03,1.25,10.9,32
2017-02-10,12.97,0,0,17
2017-02-11,8.95,0.21,3.2,21
2017-02-12,14.54,0.77,1.5,25
2017-02-13,19.91,0.09,2.2,30
2017-02-14,9.62,0,0,27
2017-02-15,6.93,0.22,0.1,32
2017-02-16,16.33,0.07,1.6,33
2017-02-17,13.87,0,0,30
2017-02-18,13.65,0,0,36
2017-02-19,10.74,0,0,49
2017-02-20,11.18,0,0,44
2017-02-21,9.17,0,0,35
2017-02-22,8.05,0,0,43
2017-02-23,12.3,0,0,49
2017-02-24,11.86,0,0,57
2017-02-25,10.96,0.1,0,57
2017-02-26,17.45,0,0,44
2017-02-27,16.78,0,0,40
2017-02-28,7.61,0,0,44
2017-03-01,14.54,0.02,0,53
2017-03-02,21.92,0,0,50
2017-03-03,14.54,0,0.1,31
2017-03-04,19.46,0,0,20
2017-03-05,17.67,0,0,18
2017-03-06,8.05,0,0,25
2017-03-07,9.62,0.02,0,36
2017-03-08,14.32,0.05,0,51
2017-03-09,17.9,0,0,46
2017-03-10,8.28,0.2,2.6,34
2017-03-11,19.46,0.02,0.2,19
2017-03-12,16.55,0,0,17
2017-03-13,10.51,0,0,22
2017-03-14,23.71,1.62,6.6,31
2017-03-15,19.46,0,0,26
2017-03-16,16.11,0,0,26
2017-03-17,9.62,0,0,33
2017-03-18,11.63,0,0,32
2017-03-19,16.11,0.01,0,34
2017-03-20,11.41,0,0,40
2017-03-21,8.95,0,0,45
2017-03-22,20.8,0,0,38
2017-03-23,13.42,0,0,25
2017-03-24,10.51,0.03,0,35
2017-03-25,6.93,0.08,0,42
2017-03-26,11.41,0,0,36
2017-03-27,8.5,0.48,0,39
2017-03-28,6.71,0.72,0,38
2017-03-29,13.42,0.06,0,40
2017-03-30,10.51,0,0,40
2017-03-31,12.53,0.87,0.6,37
2017-04-01,19.69,1.56,1.2,35
2017-04-02,9.4,0,0,41
2017-04-03,8.95,0,0,47
2017-04-04,16.55,0.68,0,42
2017-04-05,8.28,0,0,40
2017-04-06,14.32,1.36,0,39
2017-04-07,16.78,0,0,48
2017-04-08,16.11,0,0,43
2017-04-09,9.62,0,0,51
2017-04-10,12.3,0,0,59
2017-04-11,11.18,0,0,64
2017-04-12,7.83,0.02,0,55
2017-04-13,11.18,0,0,53
2017-04-14,9.4,0,0,51
2017-04-15,15.88,0,0,54
2017-04-16,17.67,0,0,69
2017-04-17,14.32,0,0,70
2017-04-18,13.42,0,0,49
2017-04-19,12.53,0.07,0,45
2017-04-20,10.07,0.01,0,48
2017-04-21,14.32,0.51,0,45
2017-04-22,8.95,0.05,0,44
2017-04-23,11.86,0,0,47
2017-04-24,8.5,0,0,53
2017-04-25,15.88,0.89,0,49
2017-04-26,10.07,0.56,0,50
2017-04-27,6.71,0,0,53
2017-04-28,7.61,0.01,0,63
2017-04-29,13.2,0,0,73
2017-04-30,11.63,0.01,0,55
2017-05-01,9.17,0,0,47
2017-05-02,8.05,0.19,0,49
2017-05-03,14.76,0,0,56
2017-05-04,11.86,0,0,51
2017-05-05,11.41,0.64,0,49
2017-05-06,10.74,0.1,0,56
2017-05-07,15.66,0,0,58
2017-05-08,13.42,0,0,50
2017-05-09,7.38,0,0,47
2017-05-10,9.17,0,0,50
2017-05-11,10.29,0,0,51
2017-05-12,8.28,0.01,0,49
2017-05-13,11.86,0.02,0,49
2017-05-14,17.9,0.95,0,48
2017-05-15,14.32,0.07,0,51
2017-05-16,12.3,0,0,65
2017-05-17,10.74,0,0,75
2017-05-18,14.76,0.05,0,84
2017-05-19,15.88,0.01,0,80
2017-05-20,10.96,0,0,58
2017-05-21,10.51,0,0,56
2017-05-22,8.05,0.12,0,54
2017-05-23,6.49,0,0,57
2017-05-24,5.82,0,0,59
2017-05-25,14.99,0.63,0,53
2017-05-26,10.29,0.55,0,53
2017-05-27,9.17,0,0,56
2017-05-28,8.05,0,0,58
2017-05-29,10.51,0.05,0,53
2017-05-30,7.16,0,0,51
2017-05-31,7.83,0.06,0,59
2017-06-01,9.84,0.16,0,67
2017-06-02,13.65,0.01,0,65
2017-06-03,10.51,0,0,61
2017-06-04,9.84,0.18,0,62
2017-06-05,15.88,0.59,0,56
2017-06-06,16.78,0.8,0,50
2017-06-07,8.05,0.04,0,54
2017-06-08,7.61,0,0,61
2017-06-09,10.07,0,0,63
2017-06-10,11.41,0,0,73
2017-06-11,14.32,0,0,79
2017-06-12,10.96,0,0,84
2017-06-13,10.51,0.53,0,85
2017-06-14,10.51,0,0,71
2017-06-15,11.63,0,0,64
2017-06-16,10.29,2.13,0,64
2017-06-17,4.92,0.02,0,61
2017-06-18,13.2,0,0,72
2017-06-19,15.88,0.03,0,75
2017-06-20,13.87,0.13,0,76
2017-06-21,12.75,0,0,76
2017-06-22,8.28,0,0,74
2017-06-23,12.08,0,0,76
2017-06-24,12.97,0.08,0,76
2017-06-25,10.51,0,0,77
2017-06-26,11.41,0,0,71
2017-06-27,9.62,0.08,0,68
2017-06-28,10.96,0,0,67
2017-06-29,12.53,0,0,71
2017-06-30,13.42,0.07,0,74
2017-07-01,13.87,0.11,0,76
2017-07-02,11.41,0,0,79
2017-07-03,12.97,0,0,80
2017-07-04,6.26,0,0,76
2017-07-05,8.5,0,0,71
2017-07-06,9.62,0,0,71
2017-07-07,8.28,0.3,0,67
2017-07-08,9.17,0.4,0,71
2017-07-09,11.86,0,0,74
2017-07-10,12.53,0,0,77
2017-07-11,8.05,0.17,0,73
2017-07-12,7.61,1.33,0,76
2017-07-13,10.51,0.14,0,66
2017-07-14,7.38,0,0,62
2017-07-15,6.71,0,0,66
2017-07-16,9.62,0,0,74
2017-07-17,8.5,0,0,76
2017-07-18,7.83,0.12,0,74
2017-07-19,8.95,0,0,79
2017-07-20,7.61,0,0,84
2017-07-21,10.29,0,0,81
2017-07-22,7.61,0,0,78
2017-07-23,11.63,0,0,71
2017-07-24,13.65,1.41,0,62
2017-07-25,8.28,0.01,0,60
2017-07-26,8.28,0,0,67
2017-07-27,12.3,0.04,0,67
2017-07-28,7.83,0,0,72
2017-07-29,13.87,0,0,68
2017-07-30,10.07,0,0,66
2017-07-31,8.5,0,0,70
2017-08-01,7.61,0,0,74
2017-08-02,8.5,0.96,0,74
2017-08-03,10.07,0,0,74
2017-08-04,10.07,0,0,75
2017-08-05,9.84,0.16,0,72
2017-08-06,14.09,0,0,71
2017-08-07,9.62,0,0,71
2017-08-08,8.28,0,0,67
2017-08-09,8.5,0,0,73
2017-08-10,8.5,0,0,74
2017-08-11,9.62,0,0,71
2017-08-12,8.95,0.1,0,68
2017-08-13,10.07,0,0,76
2017-08-14,5.82,0,0,72
2017-08-15,8.95,0,0,73
2017-08-16,10.51,0,0,75
2017-08-17,7.83,0,0,73
2017-08-18,10.74,0.24,0,72
2017-08-19,6.26,0.01,0,70
2017-08-20,10.74,0,0,75
2017-08-21,9.62,0,0,77
2017-08-22,12.75,0,0,79
2017-08-23,12.3,0.04,0,78
2017-08-24,7.83,0,0,72
2017-08-25,7.83,0,0,68
2017-08-26,7.61,0,0,67
2017-08-27,7.61,0,0,65
2017-08-28,6.71,0,0,65
2017-08-29,7.38,0,0,63
2017-08-30,9.17,0.07,0,65
2017-08-31,12.08,0,0,68
2017-09-01,14.76,0,0,62
2017-09-02,9.84,0,0,60
2017-09-03,12.97,0.28,0,60
2017-09-04,13.87,0,0,66
2017-09-05,17,0,0,74
2017-09-06,8.28,0.22,0,70
2017-09-07,10.74,0.6,0,66
2017-09-08,10.29,0,0,65
2017-09-09,8.28,0.01,0,62
2017-09-10,8.72,0,0,62
2017-09-11,9.84,0,0,66
2017-09-12,8.5,0,0,72
2017-09-13,8.5,0.03,0,71
2017-09-14,11.18,0.33,0,74
2017-09-15,6.93,0.21,0,71
2017-09-16,4.25,0,0,67
2017-09-17,4.47,0,0,65
2017-09-18,6.71,0,0,65
2017-09-19,13.65,0.04,0,64
2017-09-20,20.13,0.27,0,66
2017-09-21,23.04,0,0,70
2017-09-22,22.15,0.16,0,61
2017-09-23,8.95,0.03,0,64
2017-09-24,3.13,0,0,68
2017-09-25,4.7,0,0,71
2017-09-26,4.92,0,0,69
2017-09-27,8.5,0,0,74
2017-09-28,13.2,0,0,75
2017-09-29,9.4,0,0,59
2017-09-30,10.51,1.55,0,56
2017-10-01,8.28,0,0,55
2017-10-02,8.5,0,0,59
2017-10-03,8.95,0,0,58
2017-10-04,15.88,0,0,62
2017-10-05,10.74,0,0,70
2017-10-06,6.26,0,0,69
2017-10-07,8.95,0,0,66
2017-10-08,13.87,0.11,0,71
2017-10-09,10.96,0.27,0,71
2017-10-10,10.74,0,0,74
2017-10-11,10.29,0.01,0,65
2017-10-12,13.65,0,0,56
2017-10-13,10.51,0,0,55
2017-10-14,3.13,0.1,0,60
2017-10-15,13.42,0,0,65
2017-10-16,13.65,0,0,63
2017-10-17,10.29,0,0,48
2017-10-18,9.4,0,0,57
2017-10-19,13.2,0,0,61
2017-10-20,12.3,0,0,63
2017-10-21,6.71,0,0,64
2017-10-22,4.7,0,0,61
2017-10-23,4.03,0,0,56
2017-10-24,18.57,0.07,0,66
2017-10-25,8.5,1.29,0,67
2017-10-26,12.75,0.35,0,59
2017-10-27,10.96,0,0,53
2017-10-28,8.72,0,0,56
2017-10-29,16.78,1,0,58
2017-10-30,22.82,0.94,0,59
2017-10-31,12.97,0,0,53
2017-11-01,6.49,0,0,48
2017-11-02,9.17,0,0,59
2017-11-03,14.76,0.01,0,64
2017-11-04,10.51,0,0,51
2017-11-05,10.29,0,0,52
2017-11-06,13.42,0.08,0,61
2017-11-07,10.29,0.13,0,47
2017-11-08,11.63,0.03,0,40
2017-11-09,7.38,0,0,41
2017-11-10,18.34,0.02,0,41
2017-11-11,9.62,0,0,28
2017-11-12,3.8,0,0,35
2017-11-13,9.17,0.13,0,40
2017-11-14,9.84,0,0,39
2017-11-15,8.05,0,0,39
2017-11-16,10.07,0.19,0,44
2017-11-17,16.11,0,0,42
2017-11-18,6.71,0.09,0,38
2017-11-19,18.34,0.23,0,52
2017-11-20,16.11,0,0,38
2017-11-21,14.32,0,0,45
2017-11-22,11.18,0.89,0,49
2017-11-23,9.17,0,0,38
2017-11-24,9.17,0,0,39
2017-11-25,10.74,0,0,46
2017-11-26,15.43,0,0,48
2017-11-27,12.97,0,0,39
2017-11-28,9.17,0,0,31
2017-11-29,16.55,0,0,50
2017-11-30,7.83,0,0,39
2017-12-01,10.29,0.09,0,46
2017-12-02,5.14,0,0,39
2017-12-03,4.92,0,0,39
2017-12-04,7.16,0,0,39
2017-12-05,15.88,0.08,0,41
2017-12-06,14.09,0.46,0,51
2017-12-07,11.41,0,0,39
2017-12-08,9.62,0,0,37
2017-12-09,7.61,0.66,5.8,35
2017-12-10,12.3,0.03,0.3,33
2017-12-11,9.4,0,0,34
2017-12-12,11.41,0.04,0,39
2017-12-13,21.03,0,0,28
2017-12-14,14.76,0,0,24
2017-12-15,7.38,0,0,22
2017-12-16,13.65,0,0,27
2017-12-17,9.62,0,0,25
2017-12-18,3.58,0,0,27
2017-12-19,11.41,0,0,40
2017-12-20,15.66,0,0,43
2017-12-21,10.07,0,0,31
2017-12-22,8.95,0.1,0.1,27
2017-12-23,7.83,0.58,0,30
2017-12-24,11.18,0,0,36
2017-12-25,19.01,0.44,2.9,33
2017-12-26,15.21,0,0,26
2017-12-27,13.42,0,0,18
2017-12-28,17.22,0,0,10
2017-12-29,11.63,0,0,6
2017-12-30,8.5,0.01,0.1,11
2017-12-31,15.43,0,0,12
2018-01-01,16.33,0,0,6
2018-01-02,12.75,0,0,10
2018-01-03,9.4,0,0,21
2018-01-04,22.59,1.35,13.4,26
2018-01-05,24.83,0,0,18
2018-01-06,21.92,0,0,8
2018-01-07,16.11,0,0,5
2018-01-08,16.78,0,0,24
2018-01-09,13.87,0,0,35
2018-01-10,7.38,0,0,31
2018-01-11,11.18,0,0,39
2018-01-12,14.76,0.62,0,50
2018-01-13,20.13,1.24,0,50
2018-01-14,11.63,0,0,19
2018-01-15,13.65,0,0.3,16
2018-01-16,5.14,0,0,24
2018-01-17,6.49,0.21,1.7,32
2018-01-18,11.18,0,0,28
2018-01-19,9.62,0,0,28
2018-01-20,14.32,0,0,37
2018-01-21,6.04,0,0,42
2018-01-22,4.92,0.06,0,36
2018-01-23,9.17,1.26,0,38
2018-01-24,14.54,0,0,38
2018-01-25,16.11,0,0,26
2018-01-26,11.41,0,0,25
2018-01-27,16.33,0,0,36
2018-01-28,10.29,0.03,0,49
2018-01-29,15.88,0,0.1,38
2018-01-30,15.21,0.15,2.3,27
2018-01-31,13.2,0,0,24
2018-02-01,13.42,0.04,0,35
2018-02-02,17.45,0.25,0.1,32
2018-02-03,12.97,0,0,17
2018-02-04,10.74,0.29,0,32
2018-02-05,13.42,0.36,0,40
2018-02-06,8.28,0,0,27
2018-02-07,7.38,0.65,2.1,30
2018-02-08,13.42,0,0,30
2018-02-09,11.41,0,0,27
2018-02-10,8.5,0.16,0,39
2018-02-11,7.16,0.69,0,43
2018-02-12,10.51,0,0,41
2018-02-13,10.07,0,0,30
2018-02-14,11.18,0,0,35
2018-02-15,8.5,0,0,42
2018-02-16,10.96,0.02,0,49
2018-02-17,11.63,0.17,1.9,33
2018-02-18,10.29,0.35,3.7,36
2018-02-19,12.53,0.06,0,38
2018-02-20,10.74,0.01,0,55
2018-02-21,14.32,0,0,56
2018-02-22,9.62,0.08,0.5,46
2018-02-23,9.17,0.12,0,35
2018-02-24,10.29,0,0,45
2018-02-25,14.32,0.51,0,40
2018-02-26,10.51,0,0,43
2018-02-27,9.4,0,0,44
2018-02-28,12.08,0.01,0,47
2018-03-01,9.84,0,0,47
2018-03-02,38.03,2.3,0,40
2018-03-03,25.5,0,0,40
2018-03-04,14.99,0,0,39
2018-03-05,17.67,0.05,0.6,37
2018-03-06,8.72,0,0,35
2018-03-07,22.82,0.55,2.5,36
2018-03-08,15.66,0.71,3.9,34
2018-03-09,12.75,0,0,34
2018-03-10,17.9,0,0,36
2018-03-11,12.3,0,0,37
2018-03-12,13.87,0,0,37
2018-03-13,25.05,1.15,14.5,33
2018-03-14,18.12,0.03,0.3,33
2018-03-15,17.67,0.01,0.1,36
2018-03-16,17.67,0,0,35
2018-03-17,18.34,0,0,31
2018-03-18,14.09,0,0,23
2018-03-19,14.32,0,0,28
2018-03-20,8.72,0,0,31
2018-03-21,19.69,0,0,34
2018-03-22,13.42,0.09,1.3,36
2018-03-23,9.62,0,0,38
2018-03-24,8.95,0.01,0,40
2018-03-25,14.32,0.07,0.1,36
2018-03-26,11.86,0,0,35
2018-03-27,8.5,0,0,35
2018-03-28,5.82,0.01,0,41
2018-03-29,5.37,0.01,0,43
2018-03-30,11.86,0.08,0,52
2018-03-31,14.32,0,0,47
2018-04-01,17.9,0,0,48
2018-04-02,5.82,0.11,0.7,37
2018-04-03,10.07,0.47,0,38
2018-04-04,12.97,0.2,0,44
2018-04-05,21.7,0,0,38
2018-04-06,10.96,0.21,0.6,34
2018-04-07,12.08,0.01,0,41
2018-04-08,13.42,0,0,37
2018-04-09,11.63,0,0,37
2018-04-10,3.58,0,0,38
2018-04-11,10.96,0,0,37
2018-04-12,11.63,0.06,0,43
2018-04-13,9.4,0,0,55
2018-04-14,13.2,0,0,47
2018-04-15,22.37,0.04,0,36
2018-04-16,19.69,1.57,0,40
2018-04-17,15.43,0,0,47
2018-04-18,14.54,0,0,44
2018-04-19,8.28,0.23,0,42
2018-04-20,16.11,0,0,44
2018-04-21,11.41,0,0,47
2018-04-22,8.95,0,0,51
2018-04-23,10.51,0,0,50
2018-04-24,12.3,0,0,54
2018-04-25,9.17,0.72,0,50
2018-04-26,11.63,0.21,0,57
2018-04-27,7.61,0.54,0,52
2018-04-28,7.83,0,0,53
2018-04-29,10.29,0.05,0,55
2018-04-30,6.71,0.2,0,45
2018-05-01,8.05,0,0,51
2018-05-02,13.65,0,0,71
2018-05-03,9.62,0.09,0,74
2018-05-04,12.08,0,0,69
2018-05-05,14.54,0,0,69
2018-05-06,7.38,0.19,0,62
2018-05-07,8.95,0,0,53
2018-05-08,8.05,0,0,50
2018-05-09,8.95,0,0,55
2018-05-10,9.84,0,0,52
2018-05-11,9.62,0,0,63
2018-05-12,7.61,0.21,0,51
2018-05-13,8.72,0,0,50
2018-05-14,8.72,0,0,56
2018-05-15,10.51,1,0,66
2018-05-16,9.4,0,0,56
2018-05-17,5.14,0,0,58
2018-05-18,14.32,0,0,58
2018-05-19,8.05,0.2,0,50
2018-05-20,11.63,0.08,0,65
2018-05-21,8.5,0,0,67
2018-05-22,6.71,0.03,0,62
2018-05-23,9.62,0.02,0,63
2018-05-24,11.86,0,0,61
2018-05-25,14.99,0,0,70
2018-05-26,11.63,0,0,78
2018-05-27,16.11,0.02,0,57
2018-05-28,7.83,0.06,0,52
2018-05-29,9.4,0,0,67
2018-05-30,8.5,0,0,65
2018-05-31,10.07,0,0,66
2018-06-01,8.05,0.01,0,70
2018-06-02,8.5,0.01,0,73
2018-06-03,13.2,0,0,58
2018-06-04,14.54,0.62,0,52
2018-06-05,7.38,0.34,0,53
2018-06-06,9.4,0,0,56
2018-06-07,11.41,0,0,61
2018-06-08,6.71,0,0,65
2018-06-09,7.83,0,0,72
2018-06-10,10.07,0,0,68
2018-06-11,10.51,0,0,62
2018-06-12,17.9,0,0,65
2018-06-13,15.88,0,0,67
2018-06-14,14.76,0,0,73
2018-06-15,8.05,0,0,59
2018-06-16,7.61,0,0,70
2018-06-17,7.61,0,0,69
2018-06-18,16.33,0.13,0,75
2018-06-19,12.75,0.01,0,77
2018-06-20,8.05,0,0,73
2018-06-21,7.61,0,0,73
2018-06-22,10.29,0,0,66
2018-06-23,9.4,0,0,63
2018-06-24,5.82,0.26,0,65
2018-06-25,9.17,0.33,0,68
2018-06-26,12.3,0,0,67
2018-06-27,12.75,0.09,0,71
2018-06-28,8.28,1.16,0,71
2018-06-29,7.83,0,0,78
2018-06-30,7.61,0,0,81
2018-07-01,8.05,0,0,82
2018-07-02,8.5,0,0,73
2018-07-03,9.4,0.01,0,84
2018-07-04,6.26,0,0,84
2018-07-05,11.63,0,0,84
2018-07-06,16.55,0.35,0,81
2018-07-07,9.84,0,0,70
2018-07-08,9.17,0,0,71
2018-07-09,11.41,0,0,77
2018-07-10,9.62,0,0,81
2018-07-11,10.96,0.19,0,74
2018-07-12,9.4,0,0,70
2018-07-13,11.63,0,0,70
2018-07-14,8.72,0.31,0,69
2018-07-15,6.49,0.01,0,72
2018-07-16,6.71,0,0,70
2018-07-17,11.41,2.68,0,77
2018-07-18,10.29,0.06,0,76
2018-07-19,9.62,0,0,72
2018-07-20,9.62,0,0,72
2018-07-21,8.72,0,0,69
2018-07-22,10.74,0.17,0,71
2018-07-23,12.53,0.03,0,78
2018-07-24,10.51,0,0,80
2018-07-25,12.97,0.14,0,79
2018-07-26,12.08,0.6,0,78
2018-07-27,8.5,0,0,79
2018-07-28,9.4,0,0,79
2018-07-29,8.72,0,0,79
